protocol,ip_version,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_max_ps,bidirectional_min_piat_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_min_piat_ms,src2dst_mean_piat_ms,src2dst_stddev_piat_ms,src2dst_max_piat_ms,bidirectional_syn_packets,bidirectional_ack_packets,bidirectional_rst_packets,src2dst_syn_packets,dst2src_ack_packets,dst2src_rst_packets,application_is_guessed,application_confidence,Label
6,4,1703261994746,1703261994754,8,2,120,1703261994746,1703261994746,0,1,60,1703261994754,1703261994754,1,60,60,60.0,60,60,60.0,60,60,60.0,60,8,8.0,0.0,8,0,0.0,0.0,0,1,1,1,1,1,1,1,1,Aggressive_Scan
6,4,1703261994747,1703261994754,7,2,120,1703261994747,1703261994747,0,1,60,1703261994754,1703261994754,1,60,60,60.0,60,60,60.0,60,60,60.0,60,7,7.0,0.0,7,0,0.0,0.0,0,1,1,1,1,1,1,1,1,Aggressive_Scan
6,4,1703261994747,1703261994754,7,2,120,1703261994747,1703261994747,0,1,60,1703261994754,1703261994754,1,60,60,60.0,60,60,60.0,60,60,60.0,60,7,7.0,0.0,7,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994747,1703261994755,8,2,120,1703261994747,1703261994747,0,1,60,1703261994755,1703261994755,1,60,60,60.0,60,60,60.0,60,60,60.0,60,8,8.0,0.0,8,0,0.0,0.0,0,1,1,1,1,1,1,1,1,Aggressive_Scan
6,4,1703261994747,1703261994756,9,2,120,1703261994747,1703261994747,0,1,60,1703261994756,1703261994756,1,60,60,60.0,60,60,60.0,60,60,60.0,60,9,9.0,0.0,9,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994747,1703261994759,12,2,120,1703261994747,1703261994747,0,1,60,1703261994759,1703261994759,1,60,60,60.0,60,60,60.0,60,60,60.0,60,12,12.0,0.0,12,0,0.0,0.0,0,1,1,1,1,1,1,1,1,Aggressive_Scan
6,4,1703261994747,1703261994759,12,2,120,1703261994747,1703261994747,0,1,60,1703261994759,1703261994759,1,60,60,60.0,60,60,60.0,60,60,60.0,60,12,12.0,0.0,12,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994748,1703261994760,12,2,120,1703261994748,1703261994748,0,1,60,1703261994760,1703261994760,1,60,60,60.0,60,60,60.0,60,60,60.0,60,12,12.0,0.0,12,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994760,1703261994766,6,2,120,1703261994760,1703261994760,0,1,60,1703261994766,1703261994766,1,60,60,60.0,60,60,60.0,60,60,60.0,60,6,6.0,0.0,6,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994760,1703261994770,10,2,120,1703261994760,1703261994760,0,1,60,1703261994770,1703261994770,1,60,60,60.0,60,60,60.0,60,60,60.0,60,10,10.0,0.0,10,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994760,1703261994771,11,2,120,1703261994760,1703261994760,0,1,60,1703261994771,1703261994771,1,60,60,60.0,60,60,60.0,60,60,60.0,60,11,11.0,0.0,11,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994760,1703261994772,12,2,120,1703261994760,1703261994760,0,1,60,1703261994772,1703261994772,1,60,60,60.0,60,60,60.0,60,60,60.0,60,12,12.0,0.0,12,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994761,1703261994773,12,2,120,1703261994761,1703261994761,0,1,60,1703261994773,1703261994773,1,60,60,60.0,60,60,60.0,60,60,60.0,60,12,12.0,0.0,12,0,0.0,0.0,0,1,1,1,1,1,1,1,1,Aggressive_Scan
6,4,1703261994761,1703261994773,12,2,120,1703261994761,1703261994761,0,1,60,1703261994773,1703261994773,1,60,60,60.0,60,60,60.0,60,60,60.0,60,12,12.0,0.0,12,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994761,1703261994774,13,2,120,1703261994761,1703261994761,0,1,60,1703261994774,1703261994774,1,60,60,60.0,60,60,60.0,60,60,60.0,60,13,13.0,0.0,13,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994761,1703261994775,14,2,120,1703261994761,1703261994761,0,1,60,1703261994775,1703261994775,1,60,60,60.0,60,60,60.0,60,60,60.0,60,14,14.0,0.0,14,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994761,1703261994777,16,2,120,1703261994761,1703261994761,0,1,60,1703261994777,1703261994777,1,60,60,60.0,60,60,60.0,60,60,60.0,60,16,16.0,0.0,16,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994761,1703261994778,17,2,120,1703261994761,1703261994761,0,1,60,1703261994778,1703261994778,1,60,60,60.0,60,60,60.0,60,60,60.0,60,17,17.0,0.0,17,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994761,1703261994779,18,2,120,1703261994761,1703261994761,0,1,60,1703261994779,1703261994779,1,60,60,60.0,60,60,60.0,60,60,60.0,60,18,18.0,0.0,18,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994761,1703261994784,23,2,120,1703261994761,1703261994761,0,1,60,1703261994784,1703261994784,1,60,60,60.0,60,60,60.0,60,60,60.0,60,23,23.0,0.0,23,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994761,1703261994787,26,2,120,1703261994761,1703261994761,0,1,60,1703261994787,1703261994787,1,60,60,60.0,60,60,60.0,60,60,60.0,60,26,26.0,0.0,26,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994763,1703261994793,30,2,120,1703261994763,1703261994763,0,1,60,1703261994793,1703261994793,1,60,60,60.0,60,60,60.0,60,60,60.0,60,30,30.0,0.0,30,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994763,1703261994794,31,2,120,1703261994763,1703261994763,0,1,60,1703261994794,1703261994794,1,60,60,60.0,60,60,60.0,60,60,60.0,60,31,31.0,0.0,31,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994764,1703261994764,0,1,60,1703261994764,1703261994764,0,1,60,0,0,0,0,60,60.0,60,60,60.0,60,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,1,0,0,0,0,Aggressive_Scan
6,4,1703261994764,1703261994764,0,1,60,1703261994764,1703261994764,0,1,60,0,0,0,0,60,60.0,60,60,60.0,60,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,1,0,0,1,1,Aggressive_Scan
6,4,1703261994764,1703261994794,30,2,120,1703261994764,1703261994764,0,1,60,1703261994794,1703261994794,1,60,60,60.0,60,60,60.0,60,60,60.0,60,30,30.0,0.0,30,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994764,1703261994795,31,2,120,1703261994764,1703261994764,0,1,60,1703261994795,1703261994795,1,60,60,60.0,60,60,60.0,60,60,60.0,60,31,31.0,0.0,31,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994771,1703261994795,24,2,120,1703261994771,1703261994771,0,1,60,1703261994795,1703261994795,1,60,60,60.0,60,60,60.0,60,60,60.0,60,24,24.0,0.0,24,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994779,1703261994795,16,2,120,1703261994779,1703261994779,0,1,60,1703261994795,1703261994795,1,60,60,60.0,60,60,60.0,60,60,60.0,60,16,16.0,0.0,16,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994779,1703261994796,17,2,120,1703261994779,1703261994779,0,1,60,1703261994796,1703261994796,1,60,60,60.0,60,60,60.0,60,60,60.0,60,17,17.0,0.0,17,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994779,1703261994797,18,2,120,1703261994779,1703261994779,0,1,60,1703261994797,1703261994797,1,60,60,60.0,60,60,60.0,60,60,60.0,60,18,18.0,0.0,18,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994779,1703261994798,19,2,120,1703261994779,1703261994779,0,1,60,1703261994798,1703261994798,1,60,60,60.0,60,60,60.0,60,60,60.0,60,19,19.0,0.0,19,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994779,1703261994799,20,2,120,1703261994779,1703261994779,0,1,60,1703261994799,1703261994799,1,60,60,60.0,60,60,60.0,60,60,60.0,60,20,20.0,0.0,20,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994779,1703261994800,21,2,120,1703261994779,1703261994779,0,1,60,1703261994800,1703261994800,1,60,60,60.0,60,60,60.0,60,60,60.0,60,21,21.0,0.0,21,0,0.0,0.0,0,1,1,1,1,1,1,1,1,Aggressive_Scan
6,4,1703261994779,1703261994800,21,2,120,1703261994779,1703261994779,0,1,60,1703261994800,1703261994800,1,60,60,60.0,60,60,60.0,60,60,60.0,60,21,21.0,0.0,21,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994779,1703261994801,22,2,120,1703261994779,1703261994779,0,1,60,1703261994801,1703261994801,1,60,60,60.0,60,60,60.0,60,60,60.0,60,22,22.0,0.0,22,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994780,1703261994801,21,2,120,1703261994780,1703261994780,0,1,60,1703261994801,1703261994801,1,60,60,60.0,60,60,60.0,60,60,60.0,60,21,21.0,0.0,21,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994780,1703261994780,0,1,60,1703261994780,1703261994780,0,1,60,0,0,0,0,60,60.0,60,60,60.0,60,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,1,0,0,0,0,Aggressive_Scan
6,4,1703261994780,1703261994780,0,1,60,1703261994780,1703261994780,0,1,60,0,0,0,0,60,60.0,60,60,60.0,60,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,1,0,0,1,1,Aggressive_Scan
6,4,1703261994782,1703261994782,0,1,60,1703261994782,1703261994782,0,1,60,0,0,0,0,60,60.0,60,60,60.0,60,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,1,0,0,0,0,Aggressive_Scan
6,4,1703261994783,1703261994783,0,1,60,1703261994783,1703261994783,0,1,60,0,0,0,0,60,60.0,60,60,60.0,60,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,1,0,0,1,1,Aggressive_Scan
6,4,1703261994783,1703261994783,0,1,60,1703261994783,1703261994783,0,1,60,0,0,0,0,60,60.0,60,60,60.0,60,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,1,0,0,0,0,Aggressive_Scan
6,4,1703261994783,1703261994802,19,2,120,1703261994783,1703261994783,0,1,60,1703261994802,1703261994802,1,60,60,60.0,60,60,60.0,60,60,60.0,60,19,19.0,0.0,19,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994784,1703261994802,18,2,120,1703261994784,1703261994784,0,1,60,1703261994802,1703261994802,1,60,60,60.0,60,60,60.0,60,60,60.0,60,18,18.0,0.0,18,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994784,1703261994784,0,1,60,1703261994784,1703261994784,0,1,60,0,0,0,0,60,60.0,60,60,60.0,60,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,1,0,0,0,0,Aggressive_Scan
6,4,1703261994784,1703261994784,0,1,60,1703261994784,1703261994784,0,1,60,0,0,0,0,60,60.0,60,60,60.0,60,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,1,0,0,1,1,Aggressive_Scan
6,4,1703261994789,1703261994789,0,1,60,1703261994789,1703261994789,0,1,60,0,0,0,0,60,60.0,60,60,60.0,60,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,1,0,0,0,0,Aggressive_Scan
6,4,1703261994792,1703261994792,0,1,60,1703261994792,1703261994792,0,1,60,0,0,0,0,60,60.0,60,60,60.0,60,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,1,0,0,0,0,Aggressive_Scan
6,4,1703261994806,1703261994817,11,2,120,1703261994806,1703261994806,0,1,60,1703261994817,1703261994817,1,60,60,60.0,60,60,60.0,60,60,60.0,60,11,11.0,0.0,11,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994806,1703261994818,12,2,120,1703261994806,1703261994806,0,1,60,1703261994818,1703261994818,1,60,60,60.0,60,60,60.0,60,60,60.0,60,12,12.0,0.0,12,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994806,1703261994819,13,2,120,1703261994806,1703261994806,0,1,60,1703261994819,1703261994819,1,60,60,60.0,60,60,60.0,60,60,60.0,60,13,13.0,0.0,13,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994806,1703261994820,14,2,120,1703261994806,1703261994806,0,1,60,1703261994820,1703261994820,1,60,60,60.0,60,60,60.0,60,60,60.0,60,14,14.0,0.0,14,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994806,1703261994821,15,2,120,1703261994806,1703261994806,0,1,60,1703261994821,1703261994821,1,60,60,60.0,60,60,60.0,60,60,60.0,60,15,15.0,0.0,15,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994806,1703261994822,16,2,120,1703261994806,1703261994806,0,1,60,1703261994822,1703261994822,1,60,60,60.0,60,60,60.0,60,60,60.0,60,16,16.0,0.0,16,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994806,1703261994823,17,2,120,1703261994806,1703261994806,0,1,60,1703261994823,1703261994823,1,60,60,60.0,60,60,60.0,60,60,60.0,60,17,17.0,0.0,17,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994806,1703261994824,18,2,120,1703261994806,1703261994806,0,1,60,1703261994824,1703261994824,1,60,60,60.0,60,60,60.0,60,60,60.0,60,18,18.0,0.0,18,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994806,1703261994825,19,2,120,1703261994806,1703261994806,0,1,60,1703261994825,1703261994825,1,60,60,60.0,60,60,60.0,60,60,60.0,60,19,19.0,0.0,19,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994807,1703261994807,0,1,60,1703261994807,1703261994807,0,1,60,0,0,0,0,60,60.0,60,60,60.0,60,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,1,0,0,0,0,Aggressive_Scan
6,4,1703261994807,1703261994807,0,1,60,1703261994807,1703261994807,0,1,60,0,0,0,0,60,60.0,60,60,60.0,60,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,1,0,0,1,1,Aggressive_Scan
6,4,1703261994810,1703261994848,38,2,120,1703261994810,1703261994810,0,1,60,1703261994848,1703261994848,1,60,60,60.0,60,60,60.0,60,60,60.0,60,38,38.0,0.0,38,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994829,1703261994848,19,2,120,1703261994829,1703261994829,0,1,60,1703261994848,1703261994848,1,60,60,60.0,60,60,60.0,60,60,60.0,60,19,19.0,0.0,19,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994829,1703261994849,20,2,120,1703261994829,1703261994829,0,1,60,1703261994849,1703261994849,1,60,60,60.0,60,60,60.0,60,60,60.0,60,20,20.0,0.0,20,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994829,1703261994851,22,2,120,1703261994829,1703261994829,0,1,60,1703261994851,1703261994851,1,60,60,60.0,60,60,60.0,60,60,60.0,60,22,22.0,0.0,22,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994830,1703261994851,21,2,120,1703261994830,1703261994830,0,1,60,1703261994851,1703261994851,1,60,60,60.0,60,60,60.0,60,60,60.0,60,21,21.0,0.0,21,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994830,1703261994852,22,2,120,1703261994830,1703261994830,0,1,60,1703261994852,1703261994852,1,60,60,60.0,60,60,60.0,60,60,60.0,60,22,22.0,0.0,22,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994830,1703261994853,23,2,120,1703261994830,1703261994830,0,1,60,1703261994853,1703261994853,1,60,60,60.0,60,60,60.0,60,60,60.0,60,23,23.0,0.0,23,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994830,1703261994854,24,2,120,1703261994830,1703261994830,0,1,60,1703261994854,1703261994854,1,60,60,60.0,60,60,60.0,60,60,60.0,60,24,24.0,0.0,24,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994830,1703261994855,25,2,120,1703261994830,1703261994830,0,1,60,1703261994855,1703261994855,1,60,60,60.0,60,60,60.0,60,60,60.0,60,25,25.0,0.0,25,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994830,1703261994856,26,2,120,1703261994830,1703261994830,0,1,60,1703261994856,1703261994856,1,60,60,60.0,60,60,60.0,60,60,60.0,60,26,26.0,0.0,26,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994830,1703261994857,27,2,120,1703261994830,1703261994830,0,1,60,1703261994857,1703261994857,1,60,60,60.0,60,60,60.0,60,60,60.0,60,27,27.0,0.0,27,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994832,1703261994832,0,1,60,1703261994832,1703261994832,0,1,60,0,0,0,0,60,60.0,60,60,60.0,60,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,1,0,0,1,1,Aggressive_Scan
6,4,1703261994832,1703261994832,0,1,60,1703261994832,1703261994832,0,1,60,0,0,0,0,60,60.0,60,60,60.0,60,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,1,0,0,0,0,Aggressive_Scan
6,4,1703261994861,1703261994868,7,2,120,1703261994861,1703261994861,0,1,60,1703261994868,1703261994868,1,60,60,60.0,60,60,60.0,60,60,60.0,60,7,7.0,0.0,7,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994861,1703261994873,12,2,120,1703261994861,1703261994861,0,1,60,1703261994873,1703261994873,1,60,60,60.0,60,60,60.0,60,60,60.0,60,12,12.0,0.0,12,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994861,1703261994874,13,2,120,1703261994861,1703261994861,0,1,60,1703261994874,1703261994874,1,60,60,60.0,60,60,60.0,60,60,60.0,60,13,13.0,0.0,13,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994861,1703261994875,14,2,120,1703261994861,1703261994861,0,1,60,1703261994875,1703261994875,1,60,60,60.0,60,60,60.0,60,60,60.0,60,14,14.0,0.0,14,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994862,1703261994875,13,2,120,1703261994862,1703261994862,0,1,60,1703261994875,1703261994875,1,60,60,60.0,60,60,60.0,60,60,60.0,60,13,13.0,0.0,13,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994862,1703261994877,15,2,120,1703261994862,1703261994862,0,1,60,1703261994877,1703261994877,1,60,60,60.0,60,60,60.0,60,60,60.0,60,15,15.0,0.0,15,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994862,1703261994882,20,2,120,1703261994862,1703261994862,0,1,60,1703261994882,1703261994882,1,60,60,60.0,60,60,60.0,60,60,60.0,60,20,20.0,0.0,20,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994862,1703261994883,21,2,120,1703261994862,1703261994862,0,1,60,1703261994883,1703261994883,1,60,60,60.0,60,60,60.0,60,60,60.0,60,21,21.0,0.0,21,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994862,1703261994883,21,2,120,1703261994862,1703261994862,0,1,60,1703261994883,1703261994883,1,60,60,60.0,60,60,60.0,60,60,60.0,60,21,21.0,0.0,21,0,0.0,0.0,0,1,1,1,1,1,1,1,1,Aggressive_Scan
6,4,1703261994862,1703261994884,22,2,120,1703261994862,1703261994862,0,1,60,1703261994884,1703261994884,1,60,60,60.0,60,60,60.0,60,60,60.0,60,22,22.0,0.0,22,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994862,1703261994885,23,2,120,1703261994862,1703261994862,0,1,60,1703261994885,1703261994885,1,60,60,60.0,60,60,60.0,60,60,60.0,60,23,23.0,0.0,23,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994862,1703261994886,24,2,120,1703261994862,1703261994862,0,1,60,1703261994886,1703261994886,1,60,60,60.0,60,60,60.0,60,60,60.0,60,24,24.0,0.0,24,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994862,1703261994887,25,2,120,1703261994862,1703261994862,0,1,60,1703261994887,1703261994887,1,60,60,60.0,60,60,60.0,60,60,60.0,60,25,25.0,0.0,25,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
6,4,1703261994864,1703261994888,24,2,120,1703261994864,1703261994864,0,1,60,1703261994888,1703261994888,1,60,60,60.0,60,60,60.0,60,60,60.0,60,24,24.0,0.0,24,0,0.0,0.0,0,1,1,1,1,1,1,0,0,Aggressive_Scan
