,Charging Current (A),Actual Pilot (A),Voltage (V),Charging State,Energy Delivered (kWh),Power (kW)
2020-09-30T19:48:08.998443+00:00,82.0,125.0,,,4.458,32.084900000000005
2020-09-30T19:48:19.003919+00:00,82.0,125.0,,,4.547,32.068200000000004
2020-09-30T19:48:29.007893+00:00,79.9,125.0,,,4.634,31.250700000000002
2020-09-30T19:48:39.011837+00:00,80.2,125.0,,,4.721,31.373400000000004
2020-09-30T19:48:49.015592+00:00,77.9,125.0,,,4.806,30.4695
2020-09-30T19:48:59.014537+00:00,77.9,125.0,,,4.89,30.453
2020-09-30T19:49:09.016579+00:00,76.0,125.0,,,4.973,29.728900000000003
2020-09-30T19:49:19.020611+00:00,75.0,125.0,,,5.055,29.3218
2020-09-30T19:49:29.022479+00:00,74.0,125.0,,,5.136,28.9198
2020-09-30T19:49:39.031029+00:00,75.2,125.0,,,5.2170000000000005,29.4139
2020-09-30T19:49:49.030424+00:00,72.8,125.0,,,5.297,28.474
2020-09-30T19:49:59.032117+00:00,71.9,125.0,,,5.376,28.128400000000003
2020-09-30T19:50:09.034578+00:00,72.2,125.0,,,5.454,28.2255
2020-09-30T19:50:19.036609+00:00,71.9,125.0,,,5.532,28.1262
2020-09-30T19:50:29.042538+00:00,68.1,125.0,,,5.6080000000000005,26.6188
2020-09-30T19:50:39.045902+00:00,69.0,125.0,,,5.682,26.959
2020-09-30T19:50:49.046596+00:00,68.8,125.0,,,5.757000000000001,26.892599999999998
2020-09-30T19:50:59.050987+00:00,69.0,125.0,,,5.831,26.983
2020-09-30T19:51:09.052800+00:00,68.9,125.0,,,5.906,26.9481
2020-09-30T19:51:19.057070+00:00,65.0,125.0,,,5.979,25.4136
2020-09-30T19:51:29.059575+00:00,67.3,125.0,,,6.051,26.293599999999998
2020-09-30T19:51:39.064551+00:00,65.0,125.0,,,6.123,25.389
2020-09-30T19:51:49.084316+00:00,64.8,125.0,,,6.194,25.332700000000003
2020-09-30T19:51:59.072792+00:00,64.1,125.0,,,6.264,25.0545
2020-09-30T19:52:09.072203+00:00,62.8,125.0,,,6.3340000000000005,24.5546
2020-09-30T19:52:19.072732+00:00,63.0,125.0,,,6.4030000000000005,24.6298
2020-09-30T19:52:29.076595+00:00,63.3,125.0,,,6.471,24.7256
2020-09-30T19:52:39.084382+00:00,61.8,125.0,,,6.538,24.1628
2020-09-30T19:52:49.083517+00:00,62.1,125.0,,,6.605,24.251900000000003
2020-09-30T19:52:59.088003+00:00,61.9,125.0,,,6.672,24.203
2020-09-30T19:53:09.088532+00:00,61.8,125.0,,,6.738,24.1584
2020-09-30T19:53:19.091672+00:00,61.1,125.0,,,6.803,23.877299999999998
2020-09-30T19:53:29.093820+00:00,58.8,125.0,,,6.867,22.9771
2020-09-30T19:53:39.099694+00:00,58.9,125.0,,,6.931,23.0178
2020-09-30T19:53:49.103037+00:00,59.1,125.0,,,6.995,23.0858
2020-09-30T19:53:59.103959+00:00,57.7,125.0,,,7.058,22.5547
2020-09-30T19:54:09.109138+00:00,57.8,125.0,,,7.121,22.5708
2020-09-30T19:54:19.110203+00:00,56.0,125.0,,,7.184,21.894000000000002
2020-09-30T19:54:29.113505+00:00,55.9,125.0,,,7.245,21.848200000000002
2020-09-30T19:54:39.117476+00:00,54.9,125.0,,,7.305,21.4596
2020-09-30T19:54:49.138314+00:00,55.2,125.0,,,7.365,21.5576
2020-09-30T19:54:59.123520+00:00,53.8,125.0,,,7.426,21.007099999999998
2020-09-30T19:55:09.129252+00:00,55.1,125.0,,,7.485,21.5078
2020-09-30T19:55:19.131749+00:00,54.2,125.0,,,7.545,21.1653
2020-09-30T19:55:29.130343+00:00,52.8,125.0,,,7.603,20.6312
2020-09-30T19:55:39.136227+00:00,51.1,125.0,,,7.66,19.9606
2020-09-30T19:55:49.137099+00:00,53.9,125.0,,,7.716,21.0747
2020-09-30T19:55:59.138635+00:00,54.0,125.0,,,7.775,21.0855
2020-09-30T19:56:09.142650+00:00,53.2,125.0,,,7.833,20.7707
2020-09-30T19:56:19.145444+00:00,51.9,125.0,,,7.889,20.2637
2020-09-30T19:56:29.151126+00:00,52.9,125.0,,,7.946,20.6914
2020-09-30T19:56:39.154878+00:00,50.1,125.0,,,8.002,19.5638
2020-09-30T19:56:49.155134+00:00,48.1,125.0,,,8.054,18.770500000000002
2020-09-30T19:56:59.155986+00:00,50.9,125.0,,,8.108,19.887400000000003
2020-09-30T19:57:09.160777+00:00,50.1,125.0,,,8.163,19.5753
2020-09-30T19:57:19.165107+00:00,48.9,125.0,,,8.217,19.0927
2020-09-30T19:57:29.167103+00:00,46.8,125.0,,,8.269,18.277900000000002
2020-09-30T19:57:39.171573+00:00,45.1,125.0,,,8.32,17.6153
2020-09-30T19:57:49.173153+00:00,44.9,125.0,,,8.369,17.5201
2020-09-30T19:57:59.174966+00:00,47.0,125.0,,,8.419,18.3338
2020-09-30T19:58:09.178181+00:00,46.1,125.0,,,8.47,17.9943
2020-09-30T19:58:19.182451+00:00,47.8,125.0,,,8.521,18.6492
2020-09-30T19:58:29.184634+00:00,43.9,125.0,,,8.571,17.150299999999998
2020-09-30T19:58:39.196830+00:00,42.2,125.0,,,8.617,16.473200000000002
2020-09-30T19:58:49.199483+00:00,45.8,125.0,,,8.664,17.8861
2020-09-30T19:58:59.193929+00:00,44.9,125.0,,,8.714,17.5364
2020-09-30T19:59:09.195594+00:00,45.1,125.0,,,8.763,17.606900000000003
2020-09-30T19:59:19.199631+00:00,45.1,125.0,,,8.811,17.5962
2020-09-30T19:59:29.203166+00:00,44.8,125.0,,,8.86,17.4968
2020-09-30T19:59:39.303652+00:00,45.1,125.0,,,8.909,17.616200000000003
2020-09-30T19:59:49.208197+00:00,44.0,125.0,,,8.957,17.1833
2020-09-30T19:59:59.211536+00:00,43.9,125.0,,,9.004,17.1625
2020-09-30T20:00:09.213993+00:00,44.1,125.0,,,9.052,17.224
2020-09-30T20:00:19.216450+00:00,43.8,125.0,,,9.1,17.1146
2020-09-30T20:00:29.219517+00:00,43.9,125.0,,,9.147,17.1567
2020-09-30T20:00:39.243682+00:00,42.1,125.0,,,9.194,16.46
2020-09-30T20:00:49.302569+00:00,38.9,125.0,,,9.239,15.2032
2020-09-30T20:00:59.242235+00:00,39.9,125.0,,,9.282,15.594600000000002
2020-09-30T20:01:09.231753+00:00,41.1,125.0,,,9.326,16.0539
2020-09-30T20:01:19.240789+00:00,38.8,125.0,,,9.369,15.1316
2020-09-30T20:01:29.238250+00:00,37.0,125.0,,,9.411,14.4499
2020-09-30T20:01:39.242208+00:00,36.2,125.0,,,9.450000000000001,14.1256
2020-09-30T20:01:49.242886+00:00,40.0,125.0,,,9.492,15.6129
2020-09-30T20:01:59.245675+00:00,39.9,125.0,,,9.535,15.5775
2020-09-30T20:02:09.253519+00:00,40.1,125.0,,,9.578,15.656799999999999
2020-09-30T20:02:19.262756+00:00,34.8,125.0,,,9.619,13.5838
2020-09-30T20:02:29.271110+00:00,35.9,125.0,,,9.657,14.0
2020-09-30T20:02:39.260640+00:00,38.1,125.0,,,9.698,14.868500000000001
2020-09-30T20:02:49.267142+00:00,36.8,125.0,,,9.738,14.359200000000001
2020-09-30T20:02:59.271964+00:00,38.0,125.0,,,9.779,14.8396
2020-09-30T20:03:09.268777+00:00,38.2,125.0,,,9.821,14.9305
2020-09-30T20:03:19.270846+00:00,35.9,125.0,,,9.86,14.0048
2020-09-30T20:03:29.274265+00:00,35.1,125.0,,,9.898,13.695
2020-09-30T20:03:39.277912+00:00,35.2,125.0,,,9.937,13.743200000000002
2020-09-30T20:03:49.280320+00:00,34.9,125.0,,,9.974,13.6272
2020-09-30T20:03:59.284077+00:00,37.1,125.0,,,10.014,14.4769
2020-09-30T20:04:09.286028+00:00,37.3,125.0,,,10.055,14.553
2020-09-30T20:04:19.288780+00:00,35.8,125.0,,,10.094,13.9985
2020-09-30T20:04:29.293068+00:00,36.1,125.0,,,10.133000000000001,14.096200000000001
2020-09-30T20:04:39.295977+00:00,33.2,125.0,,,10.17,12.956
2020-09-30T20:04:49.297654+00:00,32.9,125.0,,,10.205,12.8243
2020-09-30T20:04:59.302935+00:00,34.2,125.0,,,10.241,13.351799999999999
2020-09-30T20:05:09.304805+00:00,34.1,125.0,,,10.278,13.327100000000002
2020-09-30T20:05:19.307002+00:00,29.0,125.0,,,10.312,11.3039
2020-09-30T20:05:29.309662+00:00,32.2,125.0,,,10.344,12.5751
2020-09-30T20:05:39.314057+00:00,32.0,125.0,,,10.379,12.4784
2020-09-30T20:05:49.315835+00:00,33.0,125.0,,,10.414,12.8894
2020-09-30T20:05:59.321195+00:00,31.2,125.0,,,10.448,12.1935
2020-09-30T20:06:09.321970+00:00,28.9,125.0,,,10.481,11.289299999999999
2020-09-30T20:06:19.334994+00:00,31.0,125.0,,,10.514,12.0836
2020-09-30T20:06:29.330287+00:00,30.0,125.0,,,10.547,11.722700000000001
2020-09-30T20:06:39.332399+00:00,29.8,125.0,,,10.58,11.643799999999999
2020-09-30T20:06:49.332949+00:00,29.9,125.0,,,10.613,11.667200000000001
2020-09-30T20:06:59.337056+00:00,26.2,125.0,,,10.643,10.203700000000001
2020-09-30T20:07:09.339337+00:00,29.8,125.0,,,10.672,11.651700000000002
2020-09-30T20:07:19.343073+00:00,28.9,125.0,,,10.704,11.2896
2020-09-30T20:07:29.346046+00:00,29.1,125.0,,,10.736,11.3578
2020-09-30T20:07:39.348547+00:00,28.8,125.0,,,10.767,11.2279
2020-09-30T20:07:49.352435+00:00,28.0,125.0,,,10.799,10.936
2020-09-30T20:07:59.354959+00:00,28.0,125.0,,,10.829,10.943
2020-09-30T20:08:09.356449+00:00,26.9,125.0,,,10.86,10.495000000000001
2020-09-30T20:08:19.360480+00:00,27.1,125.0,,,10.889,10.578899999999999
2020-09-30T20:08:29.362328+00:00,27.0,125.0,,,10.918000000000001,10.529399999999999
2020-09-30T20:08:39.369032+00:00,24.9,125.0,,,10.947000000000001,9.712299999999999
2020-09-30T20:08:49.369917+00:00,27.2,125.0,,,10.976,10.6111
2020-09-30T20:08:59.371661+00:00,26.1,125.0,,,11.004,10.199200000000001
2020-09-30T20:09:09.375491+00:00,25.9,125.0,,,11.033,10.103
2020-09-30T20:09:19.391398+00:00,26.2,125.0,,,11.061,10.234200000000001
2020-09-30T20:09:29.383620+00:00,25.0,125.0,,,11.089,9.7523
2020-09-30T20:09:39.385967+00:00,25.0,125.0,,,11.117,9.7439
2020-09-30T20:09:49.393105+00:00,24.1,125.0,,,11.144,9.415799999999999
2020-09-30T20:09:59.391586+00:00,18.9,125.0,,,11.166,7.3718
2020-09-30T20:10:09.394069+00:00,24.8,125.0,,,11.188,9.6829
2020-09-30T20:10:19.396575+00:00,25.2,125.0,,,11.215,9.8412
2020-09-30T20:10:29.400408+00:00,23.9,125.0,,,11.242,9.317
2020-09-30T20:10:39.406507+00:00,23.1,125.0,,,11.268,9.024799999999999
2020-09-30T20:10:49.405571+00:00,22.1,125.0,,,11.292,8.61
2020-09-30T20:10:59.408372+00:00,21.9,125.0,,,11.316,8.533100000000001
2020-09-30T20:11:09.411499+00:00,23.1,125.0,,,11.34,9.0178
2020-09-30T20:11:19.414587+00:00,24.0,125.0,,,11.365,9.386000000000001
2020-09-30T20:11:29.417843+00:00,23.8,125.0,,,11.391,9.3092
2020-09-30T20:11:39.421687+00:00,24.1,125.0,,,11.416,9.4022
2020-09-30T20:11:49.427916+00:00,22.2,125.0,,,11.442,8.6549
2020-09-30T20:11:59.426448+00:00,21.9,125.0,,,11.466000000000001,8.553600000000001
2020-09-30T20:12:16.915797+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:12:21.917365+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:12:26.932106+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:12:31.921029+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:12:36.922435+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:12:41.925126+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:12:46.922335+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:12:51.926112+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:12:56.927781+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:13:01.929041+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:13:06.932812+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:13:11.933816+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:13:16.934887+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:13:21.937819+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:13:26.939513+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:13:31.939652+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:13:36.942671+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:13:41.943789+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:13:46.945122+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:13:51.947021+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:13:56.951608+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:14:01.952155+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:14:06.949332+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:14:11.953201+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:14:16.950228+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:14:21.951673+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:14:26.954508+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:14:31.959064+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:14:36.959452+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:14:41.960604+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:14:46.959778+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:14:51.963708+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:14:56.962274+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:15:01.964374+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:15:06.967727+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:15:11.970159+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:15:16.970159+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:15:21.972615+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:15:26.977298+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:15:31.975732+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:15:36.980791+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:15:41.980272+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:15:46.979887+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:15:51.982726+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:15:56.985888+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:16:01.985717+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:16:06.993000+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:16:11.989212+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:16:16.988352+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:16:21.988026+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:16:26.991189+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:16:31.991645+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:16:36.995172+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:16:41.994449+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:16:46.993634+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:16:51.996957+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:16:56.998282+00:00,0.0,0.0,,,0.0,0.0
2020-09-30T20:17:01.998774+00:00,0.0,0.0,,,0.0,0.0
