,Charging Current (A),Actual Pilot (A),Voltage (V),Charging State,Energy Delivered (kWh),Power (kW)
2020-08-29T14:06:13+00:00,31.3,32.0,205.5,ADAPTIVE,0.391179166667,6.459
2020-08-29T14:06:17+00:00,31.3,32.0,205.4,ADAPTIVE,0.398150555556,6.433999999999999
2020-08-29T14:06:21+00:00,31.1,32.0,205.1,ADAPTIVE,0.405151944444,6.401
2020-08-29T14:06:25+00:00,31.3,32.0,205.1,ADAPTIVE,0.41212055555599997,6.439
2020-08-29T14:06:29+00:00,31.2,32.0,205.6,ADAPTIVE,0.41911805555599996,6.4239999999999995
2020-08-29T14:06:33+00:00,31.3,32.0,205.4,ADAPTIVE,0.42609361111099997,6.441999999999999
2020-08-29T14:06:37+00:00,31.3,32.0,205.3,ADAPTIVE,0.43311805555599997,6.439
2020-08-29T14:06:41+00:00,31.3,32.0,205.5,ADAPTIVE,0.440088333333,6.441999999999999
2020-08-29T14:06:45+00:00,31.3,32.0,205.5,ADAPTIVE,0.447114166667,6.436999999999999
2020-08-29T14:06:49+00:00,31.3,32.0,205.2,ADAPTIVE,0.4540875,6.4479999999999995
2020-08-29T14:06:53+00:00,31.1,32.0,205.4,ADAPTIVE,0.461056944444,6.404999999999999
2020-08-29T14:06:57+00:00,31.2,32.0,205.4,ADAPTIVE,0.468067222222,6.425999999999999
2020-08-29T14:07:01+00:00,31.4,32.0,205.5,ADAPTIVE,0.47506416666699997,6.459
2020-08-29T14:07:05+00:00,31.3,32.0,205.2,ADAPTIVE,0.482094444444,6.444
2020-08-29T14:07:09+00:00,31.3,32.0,205.1,ADAPTIVE,0.489092777778,6.452999999999999
2020-08-29T14:07:13+00:00,31.3,32.0,205.5,ADAPTIVE,0.496125277778,6.436999999999999
2020-08-29T14:07:17+00:00,31.3,32.0,205.4,ADAPTIVE,0.50313,6.451
2020-08-29T14:07:20+00:00,31.3,32.0,205.4,ADAPTIVE,0.510162222222,6.439
2020-08-29T14:07:24+00:00,31.3,32.0,205.2,ADAPTIVE,0.517165833333,6.435
2020-08-29T14:07:28+00:00,31.4,32.0,205.6,ADAPTIVE,0.524198333333,6.447
2020-08-29T14:07:32+00:00,31.4,32.0,205.5,ADAPTIVE,0.531186388889,6.462
2020-08-29T14:07:36+00:00,31.3,32.0,205.4,ADAPTIVE,0.538201944444,6.428
2020-08-29T14:07:40+00:00,31.3,32.0,205.2,ADAPTIVE,0.5451861111109999,6.439
2020-08-29T14:07:44+00:00,31.2,32.0,205.8,ADAPTIVE,0.5522058333329999,6.438
2020-08-29T14:07:48+00:00,31.1,32.0,205.3,ADAPTIVE,0.5592038888890001,6.398
2020-08-29T14:07:52+00:00,31.2,32.0,205.5,ADAPTIVE,0.566216388889,6.414
2020-08-29T14:07:56+00:00,31.1,32.0,205.4,ADAPTIVE,0.5731836111109999,6.401
2020-08-29T14:08:00+00:00,31.2,32.0,205.5,ADAPTIVE,0.5801902777779999,6.411
2020-08-29T14:08:04+00:00,31.2,32.0,205.4,ADAPTIVE,0.587169722222,6.42
2020-08-29T14:08:08+00:00,31.1,32.0,205.4,ADAPTIVE,0.594173055556,6.403
2020-08-29T14:08:12+00:00,31.4,32.0,205.6,ADAPTIVE,0.601161666667,6.455
2020-08-29T14:08:16+00:00,31.4,32.0,205.3,ADAPTIVE,0.608192777778,6.457
2020-08-29T14:08:20+00:00,31.4,32.0,205.5,ADAPTIVE,0.6151955555559999,6.449999999999999
2020-08-29T14:08:24+00:00,31.2,32.0,205.4,ADAPTIVE,0.6222033333329999,6.415
2020-08-29T14:08:27+00:00,31.3,32.0,205.5,ADAPTIVE,0.6291711111109999,6.433999999999999
2020-08-29T14:08:31+00:00,31.2,32.0,205.8,ADAPTIVE,0.636169722222,6.412999999999999
2020-08-29T14:08:35+00:00,31.2,32.0,205.4,ADAPTIVE,0.643140833333,6.422
2020-08-29T14:08:39+00:00,31.2,32.0,205.3,ADAPTIVE,0.6501475,6.427
2020-08-29T14:08:43+00:00,31.1,32.0,205.7,ADAPTIVE,0.657125277778,6.407
2020-08-29T14:08:47+00:00,31.2,32.0,205.4,ADAPTIVE,0.66413,6.43
2020-08-29T14:08:51+00:00,31.3,32.0,205.5,ADAPTIVE,0.6711024999999999,6.443
2020-08-29T14:08:55+00:00,31.1,32.0,205.5,ADAPTIVE,0.678102222222,6.402
2020-08-29T14:08:59+00:00,31.3,32.0,205.6,ADAPTIVE,0.6850961111109999,6.446
2020-08-29T14:09:03+00:00,31.3,32.0,205.5,ADAPTIVE,0.692123055556,6.444
2020-08-29T14:09:07+00:00,31.2,32.0,205.4,ADAPTIVE,0.6990986111109999,6.409
2020-08-29T14:09:11+00:00,31.3,32.0,205.1,ADAPTIVE,0.7060961111109999,6.452999999999999
2020-08-29T14:09:15+00:00,31.2,32.0,205.5,ADAPTIVE,0.7130658333329999,6.4239999999999995
2020-08-29T14:09:19+00:00,31.2,32.0,205.6,ADAPTIVE,0.7200697222219999,6.428
2020-08-29T14:09:23+00:00,31.1,32.0,205.7,ADAPTIVE,0.727049166667,6.399
2020-08-29T14:09:27+00:00,31.1,32.0,205.5,ADAPTIVE,0.7340516666670001,6.409
2020-08-29T14:09:31+00:00,31.4,32.0,205.4,ADAPTIVE,0.741020833333,6.452999999999999
2020-08-29T14:09:35+00:00,31.3,32.0,205.2,ADAPTIVE,0.748042222222,6.4399999999999995
2020-08-29T14:09:38+00:00,31.3,32.0,205.0,ADAPTIVE,0.755041666667,6.441999999999999
2020-08-29T14:09:42+00:00,31.4,32.0,205.4,ADAPTIVE,0.7620699999999999,6.465
2020-08-29T14:09:46+00:00,31.3,32.0,205.5,ADAPTIVE,0.7690686111109999,6.452
2020-08-29T14:09:50+00:00,31.2,32.0,205.0,ADAPTIVE,0.7760730555559999,6.425
2020-08-29T14:09:54+00:00,31.3,32.0,205.4,ADAPTIVE,0.7830411111109999,6.4399999999999995
2020-08-29T14:09:58+00:00,31.3,32.0,205.3,ADAPTIVE,0.7900422222219999,6.455
2020-08-29T14:10:02+00:00,31.3,32.0,205.4,ADAPTIVE,0.797047222222,6.4399999999999995
2020-08-29T14:10:06+00:00,31.3,32.0,205.4,ADAPTIVE,0.804016666667,6.443
2020-08-29T14:10:10+00:00,31.3,32.0,205.2,ADAPTIVE,0.811015277778,6.447
2020-08-29T14:10:14+00:00,31.3,32.0,205.1,ADAPTIVE,0.817991944444,6.435
2020-08-29T14:10:18+00:00,31.4,32.0,205.3,ADAPTIVE,0.825017777778,6.457999999999999
2020-08-29T14:10:22+00:00,31.3,32.0,205.3,ADAPTIVE,0.832011666667,6.4479999999999995
2020-08-29T14:10:26+00:00,31.4,32.0,205.3,ADAPTIVE,0.8390227777779999,6.4479999999999995
2020-08-29T14:10:30+00:00,31.3,32.0,205.5,ADAPTIVE,0.8459983333329999,6.446
2020-08-29T14:10:34+00:00,31.4,32.0,205.6,ADAPTIVE,0.852976666667,6.457999999999999
2020-08-29T14:10:38+00:00,31.3,32.0,205.4,ADAPTIVE,0.860000555556,6.43
2020-08-29T14:10:41+00:00,31.4,32.0,205.2,ADAPTIVE,0.8669955555559999,6.4479999999999995
2020-08-29T14:10:45+00:00,31.4,32.0,205.3,ADAPTIVE,0.874020833333,6.457999999999999
2020-08-29T14:10:49+00:00,31.4,32.0,205.4,ADAPTIVE,0.8810186111109999,6.460999999999999
2020-08-29T14:10:53+00:00,31.4,32.0,205.1,ADAPTIVE,0.8880436111109999,6.459
2020-08-29T14:10:57+00:00,31.4,32.0,205.6,ADAPTIVE,0.895034722222,6.451
2020-08-29T14:11:01+00:00,31.2,32.0,205.5,ADAPTIVE,0.902033333333,6.41
2020-08-29T14:11:05+00:00,31.1,32.0,205.2,ADAPTIVE,0.9089999999999999,6.3919999999999995
2020-08-29T14:11:09+00:00,31.3,32.0,205.5,ADAPTIVE,0.915995,6.444
2020-08-29T14:11:13+00:00,31.1,32.0,205.4,ADAPTIVE,0.922965277778,6.409
2020-08-29T14:11:17+00:00,31.2,32.0,205.1,ADAPTIVE,0.9299697222219999,6.406
2020-08-29T14:11:21+00:00,31.2,32.0,205.3,ADAPTIVE,0.9369463888890001,6.417
2020-08-29T14:11:25+00:00,31.2,32.0,205.6,ADAPTIVE,0.943947222222,6.4239999999999995
2020-08-29T14:11:29+00:00,31.2,32.0,205.4,ADAPTIVE,0.950915277778,6.42
2020-08-29T14:11:33+00:00,31.4,32.0,205.4,ADAPTIVE,0.9579211111109999,6.479
2020-08-29T14:11:37+00:00,31.3,32.0,205.2,ADAPTIVE,0.9649011111109999,6.438
2020-08-29T14:11:41+00:00,31.3,32.0,205.5,ADAPTIVE,0.971914444444,6.441
2020-08-29T14:11:45+00:00,31.4,32.0,205.1,ADAPTIVE,0.978906666667,6.449
2020-08-29T14:11:48+00:00,31.4,32.0,205.3,ADAPTIVE,0.985929166667,6.462
2020-08-29T14:11:52+00:00,31.4,32.0,205.5,ADAPTIVE,0.992925,6.46
2020-08-29T14:11:56+00:00,31.3,32.0,205.2,ADAPTIVE,0.999949444444,6.447
2020-08-29T14:12:00+00:00,31.3,32.0,205.5,ADAPTIVE,1.0069441666699999,6.468
2020-08-29T14:12:04+00:00,31.3,32.0,205.0,ADAPTIVE,1.01396777778,6.446
2020-08-29T14:12:08+00:00,31.3,32.0,205.3,ADAPTIVE,1.0209572222199998,6.4319999999999995
2020-08-29T14:12:12+00:00,31.2,32.0,205.5,ADAPTIVE,1.02795333333,6.433999999999999
2020-08-29T14:12:16+00:00,31.1,32.0,205.3,ADAPTIVE,1.0349175,6.3999999999999995
2020-08-29T14:12:20+00:00,31.1,32.0,205.4,ADAPTIVE,1.0419125,6.403
2020-08-29T14:12:24+00:00,31.1,32.0,205.2,ADAPTIVE,1.04888416667,6.387
2020-08-29T14:12:28+00:00,31.2,32.0,205.4,ADAPTIVE,1.0558791666699998,6.4079999999999995
2020-08-29T14:12:32+00:00,31.4,32.0,205.3,ADAPTIVE,1.06285638889,6.463
2020-08-29T14:12:36+00:00,31.0,32.0,205.3,ADAPTIVE,1.0698722222200001,6.378
2020-08-29T14:12:40+00:00,31.1,32.0,205.2,ADAPTIVE,1.07683611111,6.407
2020-08-29T14:12:44+00:00,31.1,32.0,205.5,ADAPTIVE,1.08383305556,6.391
2020-08-29T14:12:48+00:00,31.3,32.0,205.3,ADAPTIVE,1.09080527778,6.449
2020-08-29T14:12:52+00:00,31.3,32.0,205.3,ADAPTIVE,1.09781138889,6.439
2020-08-29T14:12:55+00:00,31.3,32.0,205.4,ADAPTIVE,1.1047811111099999,6.444
2020-08-29T14:12:59+00:00,31.3,32.0,205.4,ADAPTIVE,1.11178944444,6.433
2020-08-29T14:13:03+00:00,31.1,32.0,205.6,ADAPTIVE,1.11880916667,6.398
2020-08-29T14:13:07+00:00,31.2,32.0,205.4,ADAPTIVE,1.1257727777799997,6.436999999999999
2020-08-29T14:13:11+00:00,31.2,32.0,205.3,ADAPTIVE,1.13277055556,6.414
2020-08-29T14:13:15+00:00,31.3,32.0,205.6,ADAPTIVE,1.13974055556,6.439
2020-08-29T14:13:19+00:00,31.3,32.0,205.5,ADAPTIVE,1.14673805556,6.428999999999999
2020-08-29T14:13:23+00:00,31.3,32.0,205.3,ADAPTIVE,1.15370388889,6.443
2020-08-29T14:13:27+00:00,31.3,32.0,205.4,ADAPTIVE,1.1607236111099999,6.4399999999999995
2020-08-29T14:13:31+00:00,31.3,32.0,205.3,ADAPTIVE,1.16770111111,6.425999999999999
2020-08-29T14:13:35+00:00,31.3,32.0,205.4,ADAPTIVE,1.1746911111099998,6.441999999999999
2020-08-29T14:13:39+00:00,31.2,32.0,205.3,ADAPTIVE,1.18165805556,6.438
2020-08-29T14:13:43+00:00,31.2,32.0,205.3,ADAPTIVE,1.1886577777799998,6.422
2020-08-29T14:13:47+00:00,31.2,32.0,205.4,ADAPTIVE,1.1956280555599998,6.409
2020-08-29T14:13:51+00:00,31.2,32.0,205.2,ADAPTIVE,1.2026311111099999,6.415
2020-08-29T14:13:55+00:00,31.2,32.0,205.4,ADAPTIVE,1.20960194444,6.409
2020-08-29T14:13:59+00:00,31.2,32.0,205.1,ADAPTIVE,1.21659833333,6.411
2020-08-29T14:14:02+00:00,31.4,32.0,205.4,ADAPTIVE,1.22357138889,6.457999999999999
2020-08-29T14:14:06+00:00,31.4,32.0,205.3,ADAPTIVE,1.2305769444399999,6.449
2020-08-29T14:14:10+00:00,31.2,32.0,205.2,ADAPTIVE,1.237545,6.409
2020-08-29T14:14:14+00:00,31.2,32.0,205.5,ADAPTIVE,1.2445377777799997,6.3999999999999995
2020-08-29T14:14:18+00:00,31.1,32.0,205.5,ADAPTIVE,1.25150305556,6.393
2020-08-29T14:14:22+00:00,31.4,32.0,205.5,ADAPTIVE,1.25850472222,6.452999999999999
2020-08-29T14:14:26+00:00,31.3,32.0,205.3,ADAPTIVE,1.2654925,6.433
2020-08-29T14:14:30+00:00,31.3,32.0,205.5,ADAPTIVE,1.27251083333,6.4239999999999995
2020-08-29T14:14:34+00:00,31.3,32.0,205.0,ADAPTIVE,1.2794836111099999,6.435
2020-08-29T14:14:38+00:00,31.2,32.0,205.4,ADAPTIVE,1.28647833333,6.4239999999999995
2020-08-29T14:14:42+00:00,31.4,32.0,205.3,ADAPTIVE,1.29344666667,6.459
2020-08-29T14:14:46+00:00,31.3,32.0,205.1,ADAPTIVE,1.30044805556,6.422
2020-08-29T14:14:50+00:00,31.3,32.0,205.2,ADAPTIVE,1.30741888889,6.4319999999999995
2020-08-29T14:14:54+00:00,31.2,32.0,205.5,ADAPTIVE,1.31442083333,6.435
2020-08-29T14:14:58+00:00,31.2,32.0,205.5,ADAPTIVE,1.3213894444399998,6.419
2020-08-29T14:15:02+00:00,31.1,32.0,205.4,ADAPTIVE,1.32838666667,6.401
2020-08-29T14:15:05+00:00,31.3,32.0,205.3,ADAPTIVE,1.3353599999999999,6.441999999999999
2020-08-29T14:15:09+00:00,31.3,32.0,205.3,ADAPTIVE,1.3423761111099999,6.435
2020-08-29T14:15:13+00:00,31.1,32.0,205.2,ADAPTIVE,1.34933472222,6.4079999999999995
2020-08-29T14:15:17+00:00,31.2,32.0,205.5,ADAPTIVE,1.3563311111099998,6.423
2020-08-29T14:15:21+00:00,31.4,32.0,205.4,ADAPTIVE,1.3633052777799999,6.452999999999999
2020-08-29T14:15:25+00:00,31.2,32.0,205.3,ADAPTIVE,1.37030833333,6.425999999999999
2020-08-29T14:15:29+00:00,31.1,32.0,205.4,ADAPTIVE,1.37730222222,6.391
2020-08-29T14:15:33+00:00,31.2,32.0,205.4,ADAPTIVE,1.3842786111099998,6.420999999999999
2020-08-29T14:15:37+00:00,31.1,32.0,205.3,ADAPTIVE,1.3912799999999999,6.396
2020-08-29T14:15:41+00:00,31.2,32.0,205.3,ADAPTIVE,1.3982386111099998,6.412
2020-08-29T14:15:45+00:00,31.3,32.0,205.4,ADAPTIVE,1.40523111111,6.4239999999999995
2020-08-29T14:15:49+00:00,31.3,32.0,205.5,ADAPTIVE,1.4121991666699998,6.425999999999999
2020-08-29T14:15:53+00:00,31.3,32.0,205.6,ADAPTIVE,1.4191975,6.433
2020-08-29T14:15:57+00:00,31.2,32.0,205.5,ADAPTIVE,1.4261636111099998,6.427
2020-08-29T14:16:01+00:00,31.3,32.0,205.0,ADAPTIVE,1.43316305556,6.444999999999999
2020-08-29T14:16:05+00:00,31.4,32.0,205.1,ADAPTIVE,1.4401175,6.455
2020-08-29T14:16:09+00:00,31.2,32.0,205.3,ADAPTIVE,1.44712638889,6.428999999999999
2020-08-29T14:16:12+00:00,31.2,32.0,205.5,ADAPTIVE,1.45408694444,6.417
2020-08-29T14:16:16+00:00,31.1,32.0,205.2,ADAPTIVE,1.46108138889,6.391
2020-08-29T14:16:20+00:00,31.2,32.0,205.3,ADAPTIVE,1.46804805556,6.4159999999999995
2020-08-29T14:16:24+00:00,31.1,32.0,205.5,ADAPTIVE,1.47504638889,6.396
2020-08-29T14:16:28+00:00,31.3,32.0,205.1,ADAPTIVE,1.48202083333,6.425999999999999
2020-08-29T14:16:32+00:00,31.2,32.0,205.4,ADAPTIVE,1.48902388889,6.425999999999999
2020-08-29T14:16:36+00:00,31.3,32.0,205.4,ADAPTIVE,1.4959927777799997,6.439
2020-08-29T14:16:40+00:00,31.3,32.0,205.0,ADAPTIVE,1.5029899999999998,6.449
2020-08-29T14:16:44+00:00,31.3,32.0,205.2,ADAPTIVE,1.50997333333,6.4319999999999995
2020-08-29T14:16:48+00:00,31.3,32.0,204.9,ADAPTIVE,1.5169774999999999,6.428999999999999
2020-08-29T14:16:52+00:00,31.2,32.0,205.3,ADAPTIVE,1.52394611111,6.414
2020-08-29T14:16:56+00:00,31.2,32.0,205.0,ADAPTIVE,1.53095194444,6.418
2020-08-29T14:17:00+00:00,31.3,32.0,205.1,ADAPTIVE,1.53792916667,6.433999999999999
2020-08-29T14:17:04+00:00,31.2,32.0,205.4,ADAPTIVE,1.5448991666699998,6.417
2020-08-29T14:17:08+00:00,31.2,32.0,205.3,ADAPTIVE,1.55189527778,6.425999999999999
2020-08-29T14:17:12+00:00,31.3,32.0,205.5,ADAPTIVE,1.5588591666699998,6.438
2020-08-29T14:17:16+00:00,31.3,32.0,205.3,ADAPTIVE,1.5658652777799997,6.443
2020-08-29T14:17:19+00:00,31.4,32.0,205.4,ADAPTIVE,1.57283555556,6.457999999999999
2020-08-29T14:17:23+00:00,31.1,32.0,205.5,ADAPTIVE,1.57982805556,6.402
2020-08-29T14:17:27+00:00,31.2,32.0,205.3,ADAPTIVE,1.5867936111099998,6.420999999999999
2020-08-29T14:17:32+00:00,31.2,32.0,205.2,ADAPTIVE,1.59379138889,6.412999999999999
2020-08-29T14:17:35+00:00,31.4,32.0,205.3,ADAPTIVE,1.6007675,6.4479999999999995
2020-08-29T14:17:39+00:00,31.3,32.0,205.6,ADAPTIVE,1.6077727777799997,6.4319999999999995
2020-08-29T14:17:43+00:00,31.4,32.0,205.3,ADAPTIVE,1.61474638889,6.449
2020-08-29T14:17:47+00:00,31.3,32.0,205.4,ADAPTIVE,1.62174722222,6.4559999999999995
2020-08-29T14:17:51+00:00,31.2,32.0,205.5,ADAPTIVE,1.62871611111,6.4239999999999995
2020-08-29T14:17:55+00:00,31.4,32.0,205.4,ADAPTIVE,1.63571833333,6.455
2020-08-29T14:17:59+00:00,31.3,32.0,205.3,ADAPTIVE,1.64270722222,6.428999999999999
2020-08-29T14:18:03+00:00,31.4,32.0,205.1,ADAPTIVE,1.64972833333,6.457999999999999
2020-08-29T14:18:07+00:00,31.1,32.0,205.5,ADAPTIVE,1.65671333333,6.404
2020-08-29T14:18:11+00:00,31.2,32.0,205.1,ADAPTIVE,1.66370805556,6.412999999999999
2020-08-29T14:18:15+00:00,31.3,32.0,205.2,ADAPTIVE,1.67067444444,6.433999999999999
2020-08-29T14:18:19+00:00,31.3,32.0,205.2,ADAPTIVE,1.67767194444,6.4399999999999995
2020-08-29T14:18:23+00:00,31.2,32.0,205.5,ADAPTIVE,1.68464222222,6.4319999999999995
2020-08-29T14:18:26+00:00,31.4,32.0,205.0,ADAPTIVE,1.6916416666699998,6.455
2020-08-29T14:18:30+00:00,31.3,32.0,205.4,ADAPTIVE,1.69861444444,6.436999999999999
2020-08-29T14:18:34+00:00,31.1,32.0,205.2,ADAPTIVE,1.7056155555599999,6.419
2020-08-29T14:18:38+00:00,31.1,32.0,205.1,ADAPTIVE,1.71258416667,6.395
2020-08-29T14:18:42+00:00,31.1,32.0,205.3,ADAPTIVE,1.71958333333,6.407
2020-08-29T14:18:46+00:00,31.2,32.0,205.0,ADAPTIVE,1.72655,6.423
2020-08-29T14:18:50+00:00,31.3,32.0,205.2,ADAPTIVE,1.7335433333299999,6.420999999999999
2020-08-29T14:18:54+00:00,31.3,32.0,205.1,ADAPTIVE,1.7405074999999999,6.43
2020-08-29T14:18:58+00:00,31.3,32.0,205.5,ADAPTIVE,1.7475174999999998,6.441999999999999
2020-08-29T14:19:02+00:00,31.4,32.0,205.3,ADAPTIVE,1.7544952777799998,6.447
2020-08-29T14:19:06+00:00,31.4,32.0,205.5,ADAPTIVE,1.7614852777799999,6.4479999999999995
2020-08-29T14:19:10+00:00,31.2,32.0,205.0,ADAPTIVE,1.7684527777799999,6.423
2020-08-29T14:19:14+00:00,31.2,32.0,205.2,ADAPTIVE,1.7754516666699998,6.420999999999999
2020-08-29T14:19:18+00:00,31.3,32.0,205.4,ADAPTIVE,1.7824252777799998,6.43
2020-08-29T14:19:22+00:00,31.1,32.0,205.1,ADAPTIVE,1.78943194444,6.407
